scaf_smi,frag_size
*=*1*2:*:*:*:*:*:2***12**2,13
**(=*)**(*)(**(*)=*)*=*,12
***(=*)**(=*)=*,8
***(**(=*)=*)*(*)*,10
*=*1***2***(=*)*21,10
*=*1***2*(***3**(=*)**32)*1,15
*****=**,7
*=*1****2*=*3*=***=*3*=*21,15
*****(=*)**(**)*(*)=*,13
***=***,6
*1**2***=**2*1,9
*=*1**(=*)*2****2=*1,11
*1***2=*(*1)**=**2,10
*1**2*3*=**(*=*3)*12,10
***(**(=*)****=*)*=*,13
*1**2(***3:*:*4:*:*:*:*:4:*:*:31)**2,16
*=*1**=*2*3*(***31)**2=*,13
***(=*)**(*)*(=*)*(*)=*,12
**(=*)****=*1****1,12
***(*)*(=*)**(=*)(=*)**,12
*1*=**=**2:*:*:*3:*:*:*:*:*:3:*:21,15
**(*)*(**=*)*(=*)*(*)(*)*,13
*=****(***=*)**=*,12
*=*1**2:*:*:*:*:*:2*1=*1**=**1=*,16
*=*1**2:*:*:*:*:2*(=*)*2****21,15
*******(*)*(*)=*,11
*=*1****2=*1**1*=***1*2,14
***(*)(*)*=**,8
**(*)*(=*)**(*****=*)*(*)=*,16
*=*1*****=*****(=*)***1,16
*=*1(=*)***2:*:*:*3:*:*:*:*:*:3:*:2*1,16
*=*1**23**2*2*4**4*(=*)*2**3=*1,16
**(=*)***(**(*)=*)*(*)=*,13
***(**=*)**(*)(*)*,11
**:*:*,4
***(=*)*=*1*2*(***2(=*)=*)*1=*,15
*=*1**2:*:*:*:*:*:2*1=*1****1,15
*1****2*******(**1)**2,16
*=*1**2*(**(=*)*3=*2****3)*=*1,16
*=*1***2=***=***12,11
*:*.*:*:*:*1:*:*:*:*:*:1,11
*=*1*2******2**2:*:*:*:*:*:21,16
***(**(=*)**(*)(*)*)*=*,13
*1**=*2*(*1)*=**1:*:*:*:*:*:12,14
*=*1*2**(*=*2)*12**2,10
**(=*)****(*)=*,9
*=*1**2***(=*)*(=*)*2*1,12
*=*1**(=*)*2***1**2,11
*=*1**=*2**3**(*3)*2*1,12
*=*1*=**2**3****3****21,15
**(**(*)=*)**(=*)*(*)**=*,14
*=*1**2**3***2(**3=*)*=*1,14
*=*1**2=*(***=*2)*12****2,14
****(*)****(*)*(*)=*,13
**(*)*(*)*(=*)*(*)***(*)*(*)=*,16
*1***=****=****=**1,14
*****(*)*(=*)=*,9
*=*1****2:*:*:*:*:*:2**1,13
***1(**=*)****1,10
**(**=*)*(=*)***=*,11
*=*1***23******(***2)*13,15
**(*)*=**=*(*#*)*#*,11
*1=*=**2:*1:*:*1:*:*:*:*:*:2:1,12
**************,14
*=*1**=**2**3:*:*:*:*:*:3*=*21,15
*1**2:*:*:*:*3:*:2*(=*1)*1:*:*:*:*:*:13,16
*=*=*,3
*=*1**2*=**2*1,8
**(=*)*:*:*:*:*,8
*1**2***=****3**3**2*1,15
*1*2:*:*:*:*:*:2*2:*:*:*3:*:*:*:*1:*:2:3,16
**(*)*(*)**=*,8
*=*1***2(*****2)**1=*,13
*=*1*2:*:*:*:*:*:2**12****2,14
**(*)*(=*)*(*)***=*,11
********(=*)=*,10
*=****#**#****=*,12
*=**1:*:*:*:*:*:1*(=*)*:*,12
**=*1***(=*)**1,9
*=*1*2=*****2**2:*:*:*:*:*:21,15
*=*1:*:*2:*(:*:1=*)**1:*:*:*:*:1*=2,14
*=*:*:*:*1:*:*2:*:*:*:*:*:2:*:*1,14
*=*1*2*=**=**2*(=*)*2:*:*:*:*:*:21,16
***(=*)***(**(*)=*)**(*)=*,15
*=*1**2**(=*)*3=****1*23,13
*=*1*(=*)(=*)*****1(=*)=*,12
*=*1:*:*:*2:*3:*(:*:*:*:*:1:3)*(=*)(=*)**2,16
*1**2:*:*3:*(:*:*:2*1)**1:*:*:*:*:1*3,16
*=*1:*:*2:*(:*:1=*)**1=*(****1)*=2,15
*=*1:*:*:*:*2:*:1**=**2,11
**(*)**=*1*(=*)*=**2:*:*:*:*:*:21,16
***(**)*(*)=*,8
*1**=**=**1,7
*1*****=*****1,11
*=*1(=*)***12***2,9
*1***2*(*1)*1****21,11
*:*:*1:*(:*)***1,8
******(=*)*(**=*)*(*)*,14
****(***)*(*)(*)=*,11
*1**2**2***2**2*=*1,12
**1*****1*1:*:*:*:*:*:1,13
*=*1***2*3*=**(*4***43)*21,14
*1**2***=**=****(*1)*2,14
***********(*)(*)=*,14
*=*1**2*3****3*3***2(**3)*1,16
*=*1:*:*:*:*2:*:1:*:*1:*:*:*:*:*:1:2,14
*=*1**2**=**3:*:*:*:*:*:3*2*1=*,16
**(*)=**(=*)**=*,9
**(*****=*)*(*)=*,11
*=*1***2(**3***(*3)*2=*)*=*1,15
***(=*)**(*)*(=*)*(=*)**,13
*=****(=*)=*,7
*=*1**(=*)*2*1***21*****1=*,16
*=*1:*:*:*:*2:*:1*=**1=**=***12,15
*=*1****2*****=*21,12
*=*1**=*2**(=*)*3:*:*:*:*:*:3*12,15
*=*1****=***(=*)*(=*)*1,13
*=*1**2:*(:*:*3:*(:*:2=*)****3)*1=*,16
*=*1**2***3=***(=*)*3**2*1,15
**(=*)**(=*)=*,7
**(=*)**(=*)***(*)(*)*,12
*=*1**2****(=*)*2*2*****21,16
*=*1**2***3****3*2*1,13
*=*1**(=*)*2***(=*)(=*)***21,14
**(*)(*)******#*,11
*=*1:*:*(=*):*2:*:*(=*):*:*:*:2:*:1,13
*=*1***2:*(:*:*:*3:*:*:*:*:*:2:3)*1=*,16
*=*1***2=****12,9
*:*.*:*:*:*:*,7
***(**(=*)**(*)(*)*)*(*)=*,14
*=*1*:*(:*:*)*(=*)*(:*:*:*):*1,13
*1**2:*:*:*:*:2*2**=***12,13
*1**2*3:*:*:*:*:*:3***23***1*3,16
**(=*)**(**(*)(*)=*)*(=*)=*,13
*1**2**=**3**=**(*1)*23,13
**(*)*=**#*,7
*=*1*2***(*2)*(=*)*1=*,11
*=**1:*:*:*:*:*:1*1:*:*:*:*:1,13
**(*)(**=*)*(=*)**(=*)=*,12
*1**2:*:*:*:*:2**=*1,10
*1***2=***3:*:*:*:*:*:3*2*1,14
********=*=*,10
*1***2*(*1)***1:*:*:*:*:12,13
**(*)(=*)*********=*,14
*1**2**(***=*1)*=*2,11
*=*1(=*)***2=*(*1)*1:*:*:*:*:*:1**2,16
*=*1****=******=***1,15
**(=*)****=*****(*)=*,14
***(=*)**(**(*)(*)*)*=*,13
*=*1*2****2*2:*:*:*:*(=*):*:21,14
*=*1**2******1*2=*,12
*1**2:*(:*3:*:*:*:*4:*:3:*:2****4)*1,16
****=**1:*:*:*:*:1*=*,12
*****(**)****,11
*=*1**2*****2*2**21,12
****(=*)(=*)*(*)(*)*,10
***1:*:*:*:*(*):*:1*,10
*=*1***2:*:*(=*):*:*(=*):*:21,12
*=*1:*:*(=*):*2:*:*:*:*:2:*:1,11
*1***23***(**2*1)*1:*:*:*:*:*:13,16
*=*1**2=*(***2=*)*=*1,11
*=*1***2*=**3**=**23*1=*,14
*1**2**1*1*3***(*3)*21,12
*=*1*=**2=**=**2=*1,10
****(*)*(=*)=*,8
*=*1***2**3***4****1*42*3,16
*=*1**2(*1)*(=*)**1:*:*:*:*:*:12,14
*=*1*2****2*12**2,10
*=*1**(=*)(=*)**2***=*21,12
****(*=**=**(*)=*)*(*)*,14
*****(=*)**(*)*(*)*,12
*=**:*:*,5
*1***2*(*1)**=*1*****21,14
**(*)**(=*)*=*,8
*=*1****=****2****2*=*1,16
**=*(*#*)*(*)=*,8
*1**2**(*1)*1**1*2,10
*=*1****2:*1:*:*1:*(=*):*:*:*:*:2:1,15
**(*)(=*)*#*,6
**(**(*)(*)*)*(*)*(*)=*,12
**(*)**(****(*)=*)**(*)*,15
*1**2:*:*:*:*:*:2*2(*1)***=**2,15
*1**2:*(:*:*:*3:*:*:*:*:2:3)**=*1,14
*=*1**2**1**1*****12,13
*=*1**2**34**3****4**2*1=*,16
***(=*)*****(*)(=*)=*,12
*=**=*1:*:*(=*):*(=*):*:1,10
**(*)**(=*)*(=*)*(*)**=*,13
*=*1***2=*1**1=*(****1(=*)=*)*2,16
*=*1*2:*:*:*:*:*:2*(=*)*12*=**=*2,15
*=*1*2:*:*:*:*:*:2*(=*)*12****2,15
***(=*)**(****=*(*)*)*(*)=*,16
*=*1*=**2**3*****3**1*2=*,16
*1**=*2*=****2*1,10
*****(*)****,10
**(*)(*)*(=*)**=*,9
******(=*)****(*)*,13
*1:*:*2:*:*3:*:*4:*:*:*:*:*:4:*3:*:*:2:*:1,16
**(=*)********=*,12
**=**=*,5
*=*1**(=*)*2*1*1*=**2*1=*,13
*=*1:*:*:*:*2:*:1:*(=*):*:*1:*:*:*:*:*:1:2,16
**(*)*****(*=*)*(*)*,13
*=*1*=**2:*:*3:*(:*:*:21)****3,14
***(**(=*)=*)*(*)=*,10
*******(*)**,10
*=*1**=**1=*1**2:*:*:*:*:*:2*=*1,16
*1**2**1**1(***3:*:*:*:*:*:31)*2,16
**(***=*(*)*)*(*)=*,11
**(=*)***(***(*)=*)**(*)=*,15
**********(=*)***(*)=*,16
*1**2:*:*:*:*:*:2*2=*1**=**2,14
*=*1**=***2*1***1***3**132,16
**(*)***=**(*)=*,10
*=*1**2*=**3(****3)*2*1,13
*1***2***=*2**1,10
*1**2*3*(**=*3*1)**1:*:*:*:*:*:12,16
*=*1(=*)****2****1*2,12
*=*1*2****2*2****21,12
*=*1***2*1*=*1*****1*2=*,15
*1***(=*2****3:*:*:*:*:*:32)**1,16
*1***************1,16
**(=*)***(**=*)*(*)=*,12
*1****2(**1)***2,10
**(=*)*(*(*)=*)=*1***1,11
**(*)*(=*)*(*)*(*)=*,10
*1*=**2**1**1:*:*:*:*:*:12,13
*=*1:*:*:*2:*(:*:*:*3:*:*:*(=*):*:*:3:2):*:1,16
*=**1:*:*:*:*:*:1,8
**(=*)*(=*)*:*:*:*:*,10
*=*1*=**2***3:*:*:*:*:*:3*2*=*1,16
*=*1**:*(:*:*:*)**2:*:*:*:*:*:21,15
*1***2*(*1)*1:*:*:*3:*:*:*:*:*:3:*:12,16
*1*=**2:*:*:*3:*:*:*:*:3:*:21,12
***(=*)***(=*)**(*)(*)*,13
*1=**2*=*3:*:*:*:*:*:3=**2*=*1,14
*=*1***2*(***3***(=*)**32)*1,16
*=*1**2*3**=**(=*)*3*1*(=*)*2=*,16
*=*1**2**(=*1)***1:*:*:*:*:*:1*2,16
*=*1*2*****13*=***3**=*2,15
**(*)(*)**(=*)(=*)**=*,11
*1**2*3*(***3=*1)**1:*:*:*:*:*:12,16
**1****:*1:*,8
*1**2****(*1)***2,11
*=*1**2****1**2=*,11
**(*)**(*)(*)*=*,9
*=*1***2(***(=*)*2=*)*1,12
*=*1*=**23****2**1*3=*,13
****=*(*)*,7
*.*:*1:*:*:*:*:*:1:*,9
**(=*)***(**=*)*=*,11
*1**2(***3:*:*:*:*:*:3*2)*=*1,14
**=*1:*:*:*:*:*:1,8
*=*1*****2:*1:*:*1:*:*:*:*:*:2:1,15
*1***2*(*1)**=**1:*:*:*:*:12,14
***(=*)******(*)*(*)=*,14
**(=*)******(**=*)*(*)=*,15
**(=*)***(**(=*)**(*)=*)*(*)=*,16
******(=*)*****(=*)**,15
********(=*)***(=*)**,15
**(=*)(=*)***#**#*,10
*=*1**2*3****3**2=*1,12
*=*1:*:*:*2:*3:*(:*:*:*:*:1:3)**=*2,14
*=*1***2(***=**2)**1,12
*=*1****2:*:*:*:*(:*:2)***1,14
*=*1**2*3*4**5*6*4*2*6*1*53,14
*1***2(**1)**1=*(****1)*=*2,15
*=*1***2:*:*:*3:*(:*:21)****3,14
*****(=*)*(=*)*(*)**=*,13
*1***(=*2****3=*2*=***3)**1,16
****(*)*(=*)***(=*)***,14
*=*1**=**2****21,10
***1:*:*:*:*:*:1**,10
*=*1****2=*1**1:*:*:*:*:*:1*2,15
****(=*)**(**(*)*)*(=*)**,15
*1****2(***1)**1:*:*:*:*:*:1*2,16
*1***2***3:*:*:*:*:*:3*2*=**1,16
*1**2*3**4**(*2*1)*1*4***31,15
*1***2(**1)**=*2,9
*1**2*=**3***4***=*4*2*3*1,16
*=*1*****2*=***21,11
*=*1***23**2*(=*)**3*1,12
*=*1:*:*2:*:*:*:*3:*:2:*(:*:1=*)***3,15
*=*1**2*(=*)***1**2=*,12
*1**2*=***2**=*1,10
*=*1**2****13*****23,13
*=*1***2(**2)*=*1,9
*.*=*1:*:*:*:*:*:1,8
*=*1**2***3*=***(=*)*3*2*1,15
*=*1***2*(***3**(=*)*=*32)*1,15
*****=*1*(=*)*=**2:*:*:*:*:*:21,16
*=*1:*:*2:*:*:*:*3:*:2:*:1****3,14
**********(=*)**(=*)=*,15
*******(*)(=*)*(***)***,16
*=*1****2=*1**1=*(*2)*(=*)***1,16
*=*1:*:*:*2:*(:*:1)******2,13
**(*)=****(*)=**=***=*,14
*=*1**2(*****2)*2**21,12
*1***2=*(**1)*1:*:*:*:*:*:1**2,15
*=*1*(=*)*2:*:*:*:*:*:2*2=*1*=***2,16
*1**=****2****2*1,12
*=*1***2**1*1:*:*:*:*:*:1*2,14
*****(=*)***(**=*)*(*)=*,15
*=*1**(=*)*2(**=**(=*)*2)*1,13
*=*1:*:*2:*(:*(=*):*:1)*=**=**2,13
**1*****1*,8
*=*1***(=*)*1=*1**=**=*1,13
*1**2:*:*:*:*:2**2:*:*:*:*:*:21,14
**(*)*****(*)=*1****1=*,15
*1**2:*:*3:*:*:*:*:*:3:*3:*:*:*:*1:*:2:3,16
*=*1**2**1**1***=**12,13
*=*1***2*(=*)*(=*)***2=*1,13
**#**(*)=*,6
*****(**)*(=*)**(*)*(*)=*,15
*1***2(*1)***1:*:*:*:*:*:1**2,15
**(=*)*(***(=*)***=*)**=*,15
*=*1***2=*1***2,9
*=*1****2*1****2=*,12
*=*1***2:*:*:*:*:*:2*1,11
*=*****=*****=*,12
*=*1**2(*=*1)*1**1*1*=****12,15
*1***2(*1)**1***(*1)*2,12
**(=*)**#*,6
*=*1***2=*(*1)*(=*)***2,12
*******=*1:*:*:*:*:*:1,13
*:*:*:*:*:*:*:*1:*:*:*:*:*:1,13
*=*1**2***1*1****(=*)*21,14
*=*1**2(***3**=***3*2)**1=*,16
*=*(*:*)*:*,6
*=*1**2**3*****3*1*2,13
**(=*)*1:*:*:*:*:*:1,9
***(*)*(=*)*(**(*)*)**(=*)**,16
**(=*)(=*)**(=*)=*,8
*******(*)***,11
*1***2(**1)****=*2,11
*=*1(=*)**=**2:*:*:*:*:*:2*1,13
*=*1(=*)**23***(**2=*1)*3,12
*1**2**3:*:*:*:*:3**2*1,12
*=*1**2***3=***=*3**2=*1,14
*=*1***=****=**1,11
****(*)*(*)=*,8
*1**2**3:*:*:*:*:3*2=*1,11
*1*=**2*=**=**2=*1,10
*1=**2:*:*:*:*3:*:*:*(:*:2:3)*=*1,13
***(**(=*)**)*=*,10
*=*1***2(****2)*(=*)*12****2,16
*=*1(=*)***=**1,8
***(=*)*(**(=*)***(*)*)*(*)*,16
****(=*)***(**=*)*(=*)***,16
*=*1*=**2=**=**(=*)*2=*1,12
**(***(*)*=*)*=*,10
*=*1**2=**3**(=**3=*)****2=*1,16
**=*1**(=*)*(=*)*1,9
*=*1***2:*:*:*3:*:*:*:*:*:3:*:21,14
*=*1**=*2****(=*)*2*1,12
*1**2*3***(**3)*2=*1,11
*=*1**2****3:*:*:*:*:*:3*2*=*1,16
*=*1**2***1*2,8
*1*2*(**3:*:*:*:*:*:31)*1:*:*:*:*:*:12,16
*=*1*=**(=*)*2=*1***1*=****12,16
*1**2*3**1*1**3***12,12
**(*)(*)**(=*)**(=*)=*,11
**(*)**(=*)***#*,10
*=*1*2***1*=*2,8
*1***2(**1)*=***1:*:*:*:*:12,14
*=*1**(=*)*1=*,7
*=*1***2:*(:*:*:*3:*:2***=*3)*1,15
*=*1**(=*)*2**=***21,11
*=*1**2=**3****(=*)*3**2=*1,15
*=*1**2*3****2(**3)*1=*,13
*=*1***********1,13
*=*1**2***3***(=*)*=*3*2*1,15
*=*1****2***3*****3*21,15
*****1****2:*:*:*:*:*:21,14
****(=*)(**)***,10
*1**=*2*3**(*2*1)*1:*:*:*:*:*:1*3,16
*=*1***2**3**(*21)*1***=*1*3,16
*=*1***=******2:*:*:*:*:*:21,16
*1***2(**1)**=**1:*:*:*:*:*:12,15
*=*1*=***(=*)(=*)*=*1,10
***(=*)*=*,6
**=*(*)****(*)=***(*)=*,14
**(*)(*)***(*)(=*)=*,10
*=*1***(=*)*2**3:*:*:*:*:*:3**21,16
*=*1*2***3*****31**2,13
**(=*)*=*1*****1,10
***(=*)*******(=*)=*,13
*=*1**=*2***3:*:*:*:*:*:3**12,15
*=*1**2=****3**3*2=*1,12
*1**2****3(***=*3)*2*1,13
****(=*)*=*(*)***,11
*=*1****=********=*1,15
*=*1****2:*:*3:*(:*:*:2*1)***3,15
*=*1:*:*:*(=*):*2:*:*:*:*:1:2,11
*=*1**2**3*****3**2*1,14
***(=*)***(**(*)=*)*(=*)**,15
*=*1:*:*:*2:*:*:*:*3:*:*:*:1:*:2:3,13
**1:*:*:*:*:*:1*=*,9
*1***2**=****2*1,11
*=*1(=*)***=**2:*:*:*:*:*:21,13
*=*1*=**2****23**13,11
*=**1=**=***1,8
*=*1*****1(=*)=*,9
*=*1**2****3**3*2*1=*,13
*.**1=*****1*:*:*,11
*=*1***2:*:*3:*(:*:*:21)*****3,15
*1**2(**2)**2:*:*:*:*:21,11
*:*1:*:*:*:*:1:*,7
*=*1:*2:*(:*:*3:*:*4:*(:*:1:3)***4)***2,16
*1**2*1*=**1:*:*:*:*:*:12,12
****(*)(=*)**(=*)**,11
*=*1***2**3=*(**21)*(=*)***3,15
**=**(*(*)(*)*)*(*)(*)*,12
*=*(*:*)*1:*:*:*:*:*:1,10
*=*1**2(**=**2=*)*1,10
****1******1,10
*=*1****2=*1**1=*****1=*2,15
*=*1**2****2*12**=**2,13
*1**=**2(*1)****=*2,11
****(*)=**,7
*:*:*:*:**1****2:*:*:*:*:*:21,15
*=*1***2**3*****3=**21,14
**=*1*=**(=*)*2:*:*:*:*:*:21,13
***(*)(*)*(*)(*)*(*)(*)*(*)(*)*,15
**(*)***#*,7
**(=*)*=**(=*)***=*,11
************(=*)=*,14
*1*2**3*4**5**(*14)*(*2)*3*5,14
*1***2*(*1)***13***(***21)*3,16
*=*1*2=****=*2*(=*)*2:*:*:*:*:*:21,16
*=*1**=**(=*)*1=*,9
*1*2**3**4**3**2**14,12
*=*1***2:*1:*:*1:*:*:*:*:*:2:1,13
*=*1**2(****2=*)*=*1,11
*=*1**(=*)*2***1*2,10
*=*1***=***=*2****2**1=*,16
**(**=*)*(=*)**(*)(=*)=*,12
*1***2***=*2*=**1,11
*=*1**2*=*3**(=*)*=*3**2*=*1,15
*=*12****=**(***1)*2,12
*=*1*2:*:*:*:*:*:2**12**2,12
*=*(=*)**#*,6
*=*1**=*2:*:*(=*):*(=*):*:2*1,12
*1*2*3*4*1*1*2*3*41,9
***(*)=**=*,7
*=*1***2:*:*:*:*(=*):*:21,11
*=*1**(=*)*2:*:*:*:*:21,10
*=*1**=**=**1,8
*1**2=***3=*2*(=**3)*1,11
*=***(=*)****(=*)**=*,13
*=*1***2*=****21,10
*=*1**2(**2)*2:*:*3:*(:*:*:21)***3,15
*=*1**2*=***2*1=*,10
*1*2**3**4:*:*:*:*:*:4**3**12,15
**(=*)*(***=*)**(=*)=*,12
*1**2**1**1:*:*:*3:*:*:*:*:*:3:*:12,16
*1***2(**1)***1(***1)**2,14
*=*1*2*3**4*5*3*1*5*(=*)*42,13
*1**2***3*(**4:*:*:*:*:*:43)*2*1,16
*=*1**2**=****=***2*1,14
*******(=*)*(***)*(*)*,15
*=*1***2=*(***3*2***3=*)*1,15
*=*1***(=*)*2:*:*3:*:*:*:*:*:3:*:*:21,16
*****(=*)*(*)(*)*,10
*=*1:*2:*(:*3:*:*:*:*:*:1:3)***2,13
*1**2**1**1:*:*3:*:*:*:*:*:3:*:12,15
*=*1***2**3(***2*1)**3,13
**(*)*(**(*)(*)*)*=*,11
*=*1*2**2*2(****2)*2**21,13
*:*:*:*:***1******1,13
*****=*(*)*,8
***=*1*(=*)**(=*)*2:*:*:*:*:*:21,15
*=*1**2***(=*)*3****3*2*1,15
****1:*:*:*2:*:*:*:*:2:*:1,12
*1***2:*(:*:*:*3:*:*:*:*:2:3)*1,13
*=*1(=*)***2*(**3****32)*1,14
**(*)*(=*)****(*)(*)*,12
*=*(=*)*(=*)=*,6
*=*(:*):*:*:*:*:*1:*:*:*:*:1:*,13
*=*1******(=*)*2****1*2,15
****(=*)*(**)**(*)(=*)=*,13
*****(=*)*=***,10
*=*1**(=*)*2*3****(**3)*21,14
*1*********1,10
*1**2**1**1:*:*3:*:*:*:*:3:*:*:12,15
******(=*)(=*)**(=*)**,13
*.**1*****1*(*)=*,11
*=*1**2:*:*:*:*:*:2*12******2,16
*=**1***********1,14
***(*(*)(*)*)(*(*)(*)*)*(*)(*)*,15
*1**2:*:*:*3:*:*4:*:*:*:*:4:*:*:3:*:2*1,16
*=*1***(=*)*1=*1****=*1,13
**=**(=*)***(*)*,10
*=*1(=*)*******1,10
*=*1***(=*)*2*3***(**3)*21,14
*1**2**1*1***3:*:*:*:*:*:3**21,16
*=*1*=**2:*:*(=*):*(=*):*:*:2=*1,13
*=*1***2=**=**12,9
**(**(=*)*(*)=*)*(*)=*,11
*1**2:*:*3:*:*:*:*:3:*:*:2*1,12
*****(=*)**(***(*)=*)*(*)=*,16
**=*(*)*(=*)*****(=*)*(*)=**,16
*=*1**2:*:*:*3:*(:*:2*1)*=***3,14
**(**=*)*(=*)**(=*)=*,11
****(***)****(**)**,15
****(**(=*)**)*(=*)**,13
****(*(*)*)*(=*)****(*)*,15
*=*1**2******2*=*1,12
*=*1:*:*2:*(:*:1)*1:*:*:*:*:*:1***2,15
*=*1*2*=***2*=**2:*:*:*:*:*:21,15
*1***2*(*1)**1=***3=**=**2*13,16
*=*1***2*3*****3*3**3*2*1,16
*=*1**(=*)**2(***2)*1,11
*****(****)*(=*)**,13
**(**(*)=*)*(=*)***=*,12
**(=*)******(=*)=*,11
*=*1**2*3**4**2(**4*3)*=*1,14
**(**(=*)**(=*)*=*)*(*)=*,13
****(*)(*)**=*,9
*=*1***=*2******12,12
*1***2(=**=**=*2)*1,10
**(*)*(**(=*)**(*)(*)*)*(*)=*,15
*=*1***2**3**3*3****3=**21,16
*=*1*=*2*(**3:*:*:*:*:*:32)*1=*,14
******(**(*)=*)=**(*)=*,14
*1**2**3:*:*:*:*:*:3*3**1*23,14
*1**2(*1)**1:*:*:*:*3:*:*:*:*(:*:1:3)*2,16
*=*1:*:*:*2:*(:*:1)**1***2*1,13
***(*)***(*)**,10
*=*1**(=*)(=*)**=*1,9
*=*1**(=*)*2(**3***2**3)*1,14
*1:*:*2:*:*:*3:*:*:*:*:*:3:*2:*:1,13
*.*:*:*:*:*:*:*,8
**(*)*(**=*)*(*)*,10
*1**=*2***=*2*1,9
*=*1:*:*:*2:*(:*:1)****2,11
*=*1****2******21,12
*=*1**2*(*1)*(=*)*=**2=*,12
**=***(=*)**#*,9
*****(=*)(=*)**=*,10
*=*1**2*****2*2=*1***2=*,15
*=*1**2(*=**3*=****32)*=*1,14
***=**(*)****(*)*,12
*=*1*=*2*****23****1*3=*,15
*1*=**2*=**12,7
*=*1*=**2:*3:*(:*:*:2=*1)=**(=*)*=*3,15
*1**2**(*1)*1:*:*:*:*:*:12,12
***(*)(=*)**(*(*)=*)*(*)(*)=*,14
*1***********1,12
*1**2*(*1)*1***2*2:*:*:*:*:*:21,15
**(*)***(*)*(*)(=*)=*,11
*=*1*=**2:*:*3:*(:*:*:2*1=*)***3=*,16
**(*(=*)**(*)(*)*)*(=*)=*,12
**(*)=*1*****1,9
*=*1***2*=***2=*1,10
*=*****#*,7
*=*1*******2**(=*)*(=*)*2*1,16
*=*1***2**2*=**(=*)*=*1,13
*=*1*=**2=*(*3*****3**2)*1=*,16
*1**2*3*1*1*4***(*43)*21,12
**(*)(*)****(*)(=*)=*,11
*=*1**2***(=*)*3**=**3*2*1,15
*1****2(=**=**=*2)**1,12
*1**2*=**3:*:*:*:*:*:3*2=*1,13
**(**(=*)=*)*=*,8
*=*1(=*)**=**=**1,9
**(=*)*****=*=*,10
*=*1****2:*:*3:*:*:*:*(=*):*:3:*:*:21,16
****(=*)*:*,7
*=*1:*:*:*2:*:*:*3:*(:*:12)*****3,15
**(*)*(=*)(=*)*=*,8
**=*(*=*)*(*)=*,8
**(*)****(=*)*=*,10
*=*1**=*2**(=*)**(=*)*2*1,13
*1***23***(***2*1)*=*3,13
*=*1:*:*:*2:*:*(=*):*:*:2:*:1,11
*=*1**2(******2=*)*=*1,13
***(*)*(*)*(*)*(*)***(=*)**,16
*=*1****=*****#**1,13
**(*)********=**(*)=*,15
*=*1**(=*)*2*1*1**2*2:*:*:*:*:21,15
*=*1****2*1**(=*)*2=*,12
**=*:*:*:*,6
*****(**(*)=*)*(*)=*,12
*=**1:*:*:*:*2:*:*:*:*:*:1:2,12
*=*1:*:*:*2:*(:*:1)*1***2*1,12
*=*1***2:*(:*:*(=*):*3:*:*:*:*:*:2:3)*1,16
*=**=*1:*:*2:*:*:*:*:*:2:*:1,12
*1**=*2:*:*:*:*:*:2=*1,10
*=*1**(=*)*2:*:*:*:*:*:2*1=*,13
*=*1*=***12**1***(*1)*2,13
*=*1***2:*:*:*:*:2**1,11
**(**=*)**(*)(*)*,10
**(=*)***(=*)**(*)(=*)=*,12
**(*)***(=*)**(*=*)*(*)(*)*,15
*=*1**2**1**1***=*12,12
*=*1**2:*:*:*:*(=*):*:2*1,11
*=*1****2**3=*(**21)*(=*)***3,16
**12*****1(*=*)***2,12
*1**2***3***3*(=*1)*2,12
*=*1*=*2****3:*:*:*:*(:*:32)*1=*,15
*1*2**3:*:*4:*:*:*:*:4:*:*:3**12,14
**(*=*)*(*)(*)*,8
*=*1*2***(*2)*2****3(**3)*21,15
*=*1**2:*:*:*:*:*:2*(=*)*2****21,16
*=*1**(=*)*2****1*2=*,12
*=*1**2*=*****3**3**2*1=*,16
*=*1*=**2**=****3**3***21,16
*=*1***2=**3:*:*:*:*:*:3**12,14
*=*1**(=*)*2*1**1:*:*:*:*:*:12,14
****(:*:*):*(*):*,9
*=*1**2**3(****3*3****23)*1,16
*=*1***=***(=*)*2****2=**1,16
*=*1***2=*1*1*****1=**2=*,15
****(*)(*)*(*)(*)*,10
*1*2*=**=**2*2:*:*:*:*:*:21,13
****(=*)******(=*)**,14
*=*1:*:*:*2:*:1:*:*1:*:*:*:*:*:1:2,13
*=*1****2(****3(****3)*2)*1,16
*1**2:*:*:*:*:*:2*2*=*3**=**3*12,16
*1***2*(*1)****21***1,13
**(*)**(**(=*)=*)*=*,11
**(*)*(=*)***#*,9
*=*1:*:*:*:*2:*:*3:*(=*):*:*:*:*:3:*:*:1:2,16
**(*)***(=*)*(*)*,10
**(*)*(=*)******#*,12
*=*1**2***(**2)*1,10
**(**=*)*(=*)=*,8
**(**(*)(*)*)*(*)(=*)=*,11
*=*1:*:*:*:*2:*(:*:1)*1****1**2,15
*=*1***(=*)*2:*:*:*:*:*:21,12
*=*(:*):*:*,5
*1**2**3=*(***34****4)*2*1,15
*=*1*=**=**1=*1***=*1,12
**(*)(*)*(*)(*)*,8
*=*1**=*2**3****=*3*2=*1,14
*1:*:*:*2:*:*:*:*2:*:1,9
*=**=*1:*:*2:*:*:*:*:2:*:1=*,12
*=*1*2**3**3***2**2=*1***2,16
*=*1**=**2=****12,10
*1****2:*:*3:*:*:*:*:3:*:*:2***1,16
****(=*)*(=*)***(*)*,12
